sample_idx,expected_ns,actual_ns,jitter_us,period_us,exec_us,overruns
3923,23722665428087,23722665497337,69.250,1062.350,0.305,0
3924,23722666428087,23722666499320,71.233,1001.983,0.331,0
3925,23722667428087,23722667497387,69.300,998.067,0.325,0
3926,23722668428087,23722668498278,70.191,1000.891,0.305,0
3927,23722669428087,23722669499220,71.133,1000.942,0.334,0
3928,23722670428087,23722670498209,70.122,998.989,0.315,0
3929,23722671428087,23722671497757,69.670,999.548,0.351,0
3930,23722672428087,23722672499591,71.504,1001.834,0.305,0
3931,23722673428087,23722673501670,73.583,1002.079,0.319,0
3932,23722674428087,23722674434480,6.393,932.810,0.323,0
3933,23722675428087,23722675497793,69.706,1063.313,0.313,0
3934,23722676428087,23722676497411,69.324,999.618,0.314,0
3935,23722677428087,23722677497481,69.394,1000.070,0.327,0
3936,23722678428087,23722678431753,3.666,934.272,0.171,0
3937,23722679428087,23722679497694,69.607,1065.941,0.315,0
3938,23722680428087,23722680498919,70.832,1001.225,0.337,0
3939,23722681428087,23722681496894,68.807,997.975,0.322,0
3940,23722682428087,23722682498259,70.172,1001.365,0.319,0
3941,23722683428087,23722683497354,69.267,999.095,0.313,0
3942,23722684428087,23722684434498,6.411,937.144,0.350,0
3943,23722685428087,23722685498083,69.996,1063.585,0.349,0
3944,23722686428087,23722686498154,70.067,1000.071,0.324,0
3945,23722687428087,23722687498448,70.361,1000.294,0.315,0
3946,23722688428087,23722688497397,69.310,998.949,0.334,0
3947,23722689428087,23722689497604,69.517,1000.207,0.355,0
3948,23722690428087,23722690497535,69.448,999.931,0.334,0
3949,23722691428087,23722691497940,69.853,1000.405,0.331,0
3950,23722692428087,23722692498582,70.495,1000.642,0.315,0
3951,23722693428087,23722693498237,70.150,999.655,0.322,0
3952,23722694428087,23722694434537,6.450,936.300,0.332,0
3953,23722695428087,23722695498045,69.958,1063.508,0.302,0
3954,23722696428087,23722696498304,70.217,1000.259,0.355,0
3955,23722697428087,23722697497923,69.836,999.619,0.346,0
3956,23722698428087,23722698431957,3.870,934.034,0.171,0
3957,23722699428087,23722699497502,69.415,1065.545,0.352,0
3958,23722700428087,23722700497435,69.348,999.933,0.314,0
3959,23722701428087,23722701497632,69.545,1000.197,0.339,0
3960,23722702428087,23722702498570,70.483,1000.938,0.348,0
3961,23722703428087,23722703498457,70.370,999.887,0.334,0
3962,23722704428087,23722704434555,6.468,936.098,0.357,0
3963,23722705428087,23722705497731,69.644,1063.176,0.319,0
3964,23722706428087,23722706496838,68.751,999.107,0.322,0
3965,23722707428087,23722707503541,75.454,1006.703,0.323,0
3966,23722708428087,23722708497887,69.800,994.346,0.321,0
3967,23722709428087,23722709498687,70.600,1000.800,0.316,0
3968,23722710428087,23722710498797,70.710,1000.110,0.307,0
3969,23722711428087,23722711497791,69.704,998.994,0.339,0
3970,23722712428087,23722712497787,69.700,999.996,0.296,0
3971,23722713428087,23722713501792,73.705,1004.005,0.346,0
3972,23722714428087,23722714433733,5.646,931.941,0.350,0
3973,23722715428087,23722715497531,69.444,1063.798,0.321,0
3974,23722716428087,23722716496484,68.397,998.953,0.302,0
3975,23722717428087,23722717497581,69.494,1001.097,0.301,0
3976,23722718428087,23722718498446,70.359,1000.865,0.310,0
3977,23722719428087,23722719498643,70.556,1000.197,0.319,0
3978,23722720428087,23722720498947,70.860,1000.304,0.333,0
3979,23722721428087,23722721501058,72.971,1002.111,0.346,0
3980,23722722428087,23722722499154,71.067,998.096,0.330,0
3981,23722723428087,23722723501267,73.180,1002.113,0.304,0
3982,23722724428087,23722724434790,6.703,933.523,0.341,0
3983,23722725428087,23722725498176,70.089,1063.386,0.328,0
3984,23722726428087,23722726499512,71.425,1001.336,0.305,0
3985,23722727428087,23722727498341,70.254,998.829,0.325,0
3986,23722728428087,23722728485008,56.921,986.667,0.312,0
3987,23722729428087,23722729500515,72.428,1015.507,0.323,0
3988,23722730428087,23722730498970,70.883,998.455,0.317,0
3989,23722731428087,23722731497696,69.609,998.726,0.323,0
3990,23722732428087,23722732497188,69.101,999.492,0.326,0
3991,23722733428087,23722733498129,70.042,1000.941,0.332,0
3992,23722734428087,23722734434506,6.419,936.377,0.348,0
3993,23722735428087,23722735462672,34.585,1028.166,0.332,0
3994,23722736428087,23722736499255,71.168,1036.583,0.341,0
3995,23722737428087,23722737501121,73.034,1001.866,0.318,0
3996,23722738428087,23722738431764,3.677,930.643,0.163,0
3997,23722739428087,23722739430520,2.433,998.756,0.072,0
3998,23722740428087,23722740497403,69.316,1066.883,0.311,0
3999,23722741428087,23722741497302,69.215,999.899,0.326,0
4000,23722742428087,23722742497632,69.545,1000.330,0.308,0
4001,23722743428087,23722743497764,69.677,1000.132,0.313,0
4002,23722744428087,23722744434624,6.537,936.860,0.343,0
4003,23722745428087,23722745497949,69.862,1063.325,0.345,0
4004,23722746428087,23722746497924,69.837,999.975,0.310,0
4005,23722747428087,23722747498518,70.431,1000.594,0.334,0
4006,23722748428087,23722748498401,70.314,999.883,0.310,0
4007,23722749428087,23722749498236,70.149,999.835,0.310,0
4008,23722750428087,23722750498232,70.145,999.996,0.304,0
4009,23722751428087,23722751497705,69.618,999.473,0.328,0
4010,23722752428087,23722752497584,69.497,999.879,0.329,0
4011,23722753428087,23722753497334,69.247,999.750,0.326,0
4012,23722754428087,23722754434463,6.376,937.129,0.330,0
4013,23722755428087,23722755497670,69.583,1063.207,0.323,0
4014,23722756428087,23722756498079,69.992,1000.409,0.310,0
4015,23722757428087,23722757497747,69.660,999.668,0.324,0
4016,23722758428087,23722758497537,69.450,999.790,0.343,0
4017,23722759428087,23722759499627,71.540,1002.090,0.353,0
4018,23722760428087,23722760497962,69.875,998.335,0.314,0
4019,23722761428087,23722761498089,70.002,1000.127,0.314,0
4020,23722762428087,23722762497193,69.106,999.104,0.352,0
4021,23722763428087,23722763497431,69.344,1000.238,0.345,0
4022,23722764428087,23722764434704,6.617,937.273,0.336,0
4023,23722765428087,23722765497366,69.279,1062.662,0.349,0
4024,23722766428087,23722766497970,69.883,1000.604,0.311,0
4025,23722767428087,23722767497728,69.641,999.758,0.320,0
4026,23722768428087,23722768497520,69.433,999.792,0.332,0
4027,23722769428087,23722769499655,71.568,1002.135,0.334,0
4028,23722770428087,23722770498923,70.836,999.268,0.316,0
4029,23722771428087,23722771500318,72.231,1001.395,0.316,0
4030,23722772428087,23722772498749,70.662,998.431,0.313,0
4031,23722773428087,23722773498237,70.150,999.488,0.347,0
4032,23722774428087,23722774434543,6.456,936.306,0.333,0
4033,23722775428087,23722775497379,69.292,1062.836,0.299,0
4034,23722776428087,23722776497659,69.572,1000.280,0.332,0
4035,23722777428087,23722777500173,72.086,1002.514,0.334,0
4036,23722778428087,23722778498306,70.219,998.133,0.320,0
4037,23722779428087,23722779498409,70.322,1000.103,0.304,0
4038,23722780428087,23722780497468,69.381,999.059,0.332,0
4039,23722781428087,23722781497493,69.406,1000.025,0.348,0
4040,23722782428087,23722782498069,69.982,1000.576,0.301,0
4041,23722783428087,23722783497796,69.709,999.727,0.310,0
4042,23722784428087,23722784435679,7.592,937.883,0.364,0
4043,23722785428087,23722785500306,72.219,1064.627,0.339,0
4044,23722786428087,23722786498775,70.688,998.469,0.308,0
4045,23722787428087,23722787500538,72.451,1001.763,0.339,0
4046,23722788428087,23722788487469,59.382,986.931,0.318,0
4047,23722789428087,23722789460263,32.176,972.794,0.332,0
4048,23722790428087,23722790472553,44.466,1012.290,0.781,0
4049,23722791428087,23722791471766,43.679,999.213,0.744,0
4050,23722792428087,23722792472146,44.059,1000.380,0.716,0
4051,23722793428087,23722793471976,43.889,999.830,0.742,0
4052,23722794428087,23722794434515,6.428,962.539,0.334,0
4053,23722795428087,23722795488061,59.974,1053.546,0.728,0
4054,23722796428087,23722796471236,43.149,983.175,0.792,0
4055,23722797428087,23722797478169,50.082,1006.933,0.759,0
4056,23722798428087,23722798496756,68.669,1018.587,0.314,0
4057,23722799428087,23722799497406,69.319,1000.650,0.356,0
4058,23722800428087,23722800498220,70.133,1000.814,0.335,0
4059,23722801428087,23722801499871,71.784,1001.651,0.337,0
4060,23722802428087,23722802497569,69.482,997.698,0.329,0
4061,23722803428087,23722803496923,68.836,999.354,0.314,0
4062,23722804428087,23722804434467,6.380,937.544,0.356,0
4063,23722805428087,23722805497496,69.409,1063.029,0.336,0
4064,23722806428087,23722806497867,69.780,1000.371,0.315,0
4065,23722807428087,23722807498455,70.368,1000.588,0.298,0
4066,23722808428087,23722808499073,70.986,1000.618,0.327,0
4067,23722809428087,23722809497678,69.591,998.605,0.326,0
4068,23722810428087,23722810498310,70.223,1000.632,0.317,0
4069,23722811428087,23722811497553,69.466,999.243,0.292,0
4070,23722812428087,23722812497641,69.554,1000.088,0.320,0
4071,23722813428087,23722813498084,69.997,1000.443,0.333,0
4072,23722814428087,23722814434489,6.402,936.405,0.302,0
4073,23722815428087,23722815497232,69.145,1062.743,0.309,0
4074,23722816428087,23722816498120,70.033,1000.888,0.314,0
4075,23722817428087,23722817498227,70.140,1000.107,0.317,0
4076,23722818428087,23722818497302,69.215,999.075,0.326,0
4077,23722819428087,23722819497598,69.511,1000.296,0.321,0
4078,23722820428087,23722820499688,71.601,1002.090,0.327,0
4079,23722821428087,23722821498885,70.798,999.197,0.341,0
4080,23722822428087,23722822497740,69.653,998.855,0.320,0
4081,23722823428087,23722823498268,70.181,1000.528,0.319,0
4082,23722824428087,23722824434840,6.753,936.572,0.341,0
4083,23722825428087,23722825497912,69.825,1063.072,0.319,0
4084,23722826428087,23722826498048,69.961,1000.136,0.315,0
4085,23722827428087,23722827497874,69.787,999.826,0.311,0
4086,23722828428087,23722828496298,68.211,998.424,0.319,0
4087,23722829428087,23722829497772,69.685,1001.474,0.309,0
4088,23722830428087,23722830500073,71.986,1002.301,0.324,0
4089,23722831428087,23722831497953,69.866,997.880,0.314,0
4090,23722832428087,23722832499058,70.971,1001.105,0.317,0
4091,23722833428087,23722833497606,69.519,998.548,0.315,0
4092,23722834428087,23722834434657,6.570,937.051,0.369,0
4093,23722835428087,23722835500145,72.058,1065.488,0.316,0
4094,23722836428087,23722836498618,70.531,998.473,0.309,0
4095,23722837428087,23722837435280,7.193,936.662,0.348,0
4096,23722838428087,23722838439332,11.245,1004.052,0.512,0
4097,23722839428087,23722839462363,34.276,1023.031,0.353,0
4098,23722840428087,23722840497888,69.801,1035.525,0.316,0
4099,23722841428087,23722841500336,72.249,1002.448,0.353,0
4100,23722842428087,23722842502164,74.077,1001.828,0.301,0
4101,23722843428087,23722843497998,69.911,995.834,0.302,0
4102,23722844428087,23722844434533,6.446,936.535,0.354,0
4103,23722845428087,23722845497293,69.206,1062.760,0.315,0
4104,23722846428087,23722846498970,70.883,1001.677,0.318,0
4105,23722847428087,23722847497785,69.698,998.815,0.354,0
4106,23722848428087,23722848498184,70.097,1000.399,0.303,0
4107,23722849428087,23722849499444,71.357,1001.260,0.350,0
4108,23722850428087,23722850497828,69.741,998.384,0.310,0
4109,23722851428087,23722851500067,71.980,1002.239,0.315,0
4110,23722852428087,23722852497561,69.474,997.494,0.348,0
4111,23722853428087,23722853499080,70.993,1001.519,0.348,0
4112,23722854428087,23722854434596,6.509,935.516,0.328,0
4113,23722855428087,23722855498093,70.006,1063.497,0.353,0
4114,23722856428087,23722856461228,33.141,963.135,0.336,0
4115,23722857428087,23722857501247,73.160,1040.019,0.319,0
4116,23722858428087,23722858502110,74.023,1000.863,0.341,0
4117,23722859428087,23722859498280,70.193,996.170,0.319,0
4118,23722860428087,23722860498802,70.715,1000.522,0.321,0
4119,23722861428087,23722861498330,70.243,999.528,0.336,0
4120,23722862428087,23722862499386,71.299,1001.056,0.314,0
4121,23722863428087,23722863499834,71.747,1000.448,0.326,0
4122,23722864428087,23722864434476,6.389,934.642,0.358,0
4123,23722865428087,23722865499992,71.905,1065.516,0.318,0
4124,23722866428087,23722866498972,70.885,998.980,0.305,0
4125,23722867428087,23722867498838,70.751,999.866,0.309,0
4126,23722868428087,23722868498363,70.276,999.525,0.344,0
4127,23722869428087,23722869499779,71.692,1001.416,0.302,0
4128,23722870428087,23722870497880,69.793,998.101,0.311,0
4129,23722871428087,23722871497663,69.576,999.783,0.317,0
4130,23722872428087,23722872498197,70.110,1000.534,0.325,0
4131,23722873428087,23722873498609,70.522,1000.412,0.319,0
4132,23722874428087,23722874434583,6.496,935.974,0.356,0
4133,23722875428087,23722875499209,71.122,1064.626,0.303,0
4134,23722876428087,23722876499133,71.046,999.924,0.319,0
4135,23722877428087,23722877500262,72.175,1001.129,0.317,0
4136,23722878428087,23722878499180,71.093,998.918,0.332,0
4137,23722879428087,23722879498233,70.146,999.053,0.302,0
4138,23722880428087,23722880498512,70.425,1000.279,0.319,0
4139,23722881428087,23722881498906,70.819,1000.394,0.382,0
4140,23722882428087,23722882499193,71.106,1000.287,0.348,0
4141,23722883428087,23722883498538,70.451,999.345,0.318,0
4142,23722884428087,23722884434389,6.302,935.851,0.357,0
4143,23722885428087,23722885497654,69.567,1063.265,0.338,0
4144,23722886428087,23722886499035,70.948,1001.381,0.329,0
4145,23722887428087,23722887431299,3.212,932.264,0.190,0
4146,23722888428087,23722888497302,69.215,1066.003,0.319,0
4147,23722889428087,23722889497746,69.659,1000.444,0.317,0
4148,23722890428087,23722890497440,69.353,999.694,0.318,0
4149,23722891428087,23722891497350,69.263,999.910,0.350,0
4150,23722892428087,23722892495588,67.501,998.238,0.312,0
4151,23722893428087,23722893497609,69.522,1002.021,0.353,0
4152,23722894428087,23722894434457,6.370,936.848,0.341,0
4153,23722895428087,23722895490642,62.555,1056.185,0.339,0
4154,23722896428087,23722896461930,33.843,971.288,0.360,0
4155,23722897428087,23722897498420,70.333,1036.490,0.333,0
4156,23722898428087,23722898497167,69.080,998.747,0.348,0
4157,23722899428087,23722899499428,71.341,1002.261,0.317,0
4158,23722900428087,23722900497541,69.454,998.113,0.336,0
4159,23722901428087,23722901497398,69.311,999.857,0.313,0
4160,23722902428087,23722902499290,71.203,1001.892,0.329,0
4161,23722903428087,23722903461532,33.445,962.242,0.323,0
4162,23722904428087,23722904433501,5.414,971.969,0.345,0
4163,23722905428087,23722905472123,44.036,1038.622,0.754,0
4164,23722906428087,23722906471290,43.203,999.167,0.806,0
4165,23722907428087,23722907472153,44.066,1000.863,0.770,0
4166,23722908428087,23722908495358,67.271,1023.205,0.311,0
4167,23722909428087,23722909497999,69.912,1002.641,0.315,0
4168,23722910428087,23722910497131,69.044,999.132,0.322,0
4169,23722911428087,23722911497276,69.189,1000.145,0.312,0
4170,23722912428087,23722912497679,69.592,1000.403,0.387,0
4171,23722913428087,23722913498880,70.793,1001.201,0.320,0
4172,23722914428087,23722914434605,6.518,935.725,0.309,0
4173,23722915428087,23722915499236,71.149,1064.631,0.325,0
4174,23722916428087,23722916467204,39.117,967.968,0.308,0
4175,23722917428087,23722917498391,70.304,1031.187,0.337,0
4176,23722918428087,23722918497737,69.650,999.346,0.317,0
4177,23722919428087,23722919498058,69.971,1000.321,0.313,0
4178,23722920428087,23722920497687,69.600,999.629,0.302,0
4179,23722921428087,23722921498305,70.218,1000.618,0.339,0
4180,23722922428087,23722922501323,73.236,1003.018,0.311,0
4181,23722923428087,23722923498780,70.693,997.457,0.314,0
4182,23722924428087,23722924434881,6.794,936.101,0.338,0
4183,23722925428087,23722925498297,70.210,1063.416,0.315,0
4184,23722926428087,23722926497331,69.244,999.034,0.343,0
4185,23722927428087,23722927497933,69.846,1000.602,0.312,0
4186,23722928428087,23722928497747,69.660,999.814,0.337,0
4187,23722929428087,23722929498471,70.384,1000.724,0.322,0
4188,23722930428087,23722930497757,69.670,999.286,0.306,0
4189,23722931428087,23722931498008,69.921,1000.251,0.322,0
4190,23722932428087,23722932498934,70.847,1000.926,0.327,0
4191,23722933428087,23722933497677,69.590,998.743,0.334,0
4192,23722934428087,23722934434543,6.456,936.866,0.317,0
4193,23722935428087,23722935497994,69.907,1063.451,0.357,0
4194,23722936428087,23722936499070,70.983,1001.076,0.322,0
4195,23722937428087,23722937498132,70.045,999.062,0.319,0
4196,23722938428087,23722938497985,69.898,999.853,0.329,0
4197,23722939428087,23722939498565,70.478,1000.580,0.311,0
4198,23722940428087,23722940498372,70.285,999.807,0.314,0
4199,23722941428087,23722941498104,70.017,999.732,0.309,0
4200,23722942428087,23722942497788,69.701,999.684,0.339,0
4201,23722943428087,23722943497282,69.195,999.494,0.392,0
4202,23722944428087,23722944433649,5.562,936.367,0.357,0
4203,23722945428087,23722945497159,69.072,1063.510,0.321,0
4204,23722946428087,23722946497795,69.708,1000.636,0.349,0
4205,23722947428087,23722947498927,70.840,1001.132,0.312,0
4206,23722948428087,23722948497607,69.520,998.680,0.339,0
4207,23722949428087,23722949497606,69.519,999.999,0.317,0
4208,23722950428087,23722950498275,70.188,1000.669,0.359,0
4209,23722951428087,23722951498319,70.232,1000.044,0.338,0
4210,23722952428087,23722952497690,69.603,999.371,0.312,0
4211,23722953428087,23722953497501,69.414,999.811,0.359,0
4212,23722954428087,23722954434518,6.431,937.017,0.324,0
4213,23722955428087,23722955499172,71.085,1064.654,0.319,0
4214,23722956428087,23722956494989,66.902,995.817,0.311,0
4215,23722957428087,23722957498777,70.690,1003.788,0.320,0
4216,23722958428087,23722958498708,70.621,999.931,0.336,0
4217,23722959428087,23722959497830,69.743,999.122,0.314,0
4218,23722960428087,23722960498376,70.289,1000.546,0.350,0
4219,23722961428087,23722961499110,71.023,1000.734,0.325,0
4220,23722962428087,23722962500543,72.456,1001.433,0.353,0
4221,23722963428087,23722963498886,70.799,998.343,0.333,0
4222,23722964428087,23722964433683,5.596,934.797,0.372,0
4223,23722965428087,23722965497680,69.593,1063.997,0.357,0
4224,23722966428087,23722966497930,69.843,1000.250,0.313,0
4225,23722967428087,23722967497657,69.570,999.727,0.303,0
4226,23722968428087,23722968498543,70.456,1000.886,0.322,0
4227,23722969428087,23722969498900,70.813,1000.357,0.318,0
4228,23722970428087,23722970500964,72.877,1002.064,0.335,0
4229,23722971428087,23722971498892,70.805,997.928,0.320,0
4230,23722972428087,23722972501169,73.082,1002.277,0.308,0
4231,23722973428087,23722973498328,70.241,997.159,0.310,0
4232,23722974428087,23722974434543,6.456,936.215,0.402,0
4233,23722975428087,23722975498247,70.160,1063.704,0.314,0
4234,23722976428087,23722976497998,69.911,999.751,0.322,0
4235,23722977428087,23722977498189,70.102,1000.191,0.325,0
4236,23722978428087,23722978431684,3.597,933.495,0.120,0
4237,23722979428087,23722979503566,75.479,1071.882,0.353,0
4238,23722980428087,23722980432952,4.865,929.386,0.206,0
4239,23722981428087,23722981497898,69.811,1064.946,0.313,0
4240,23722982428087,23722982498478,70.391,1000.580,0.325,0
4241,23722983428087,23722983497342,69.255,998.864,0.318,0
4242,23722984428087,23722984434495,6.408,937.153,0.332,0
4243,23722985428087,23722985498481,70.394,1063.986,0.334,0
4244,23722986428087,23722986500539,72.452,1002.058,0.328,0
4245,23722987428087,23722987498191,70.104,997.652,0.346,0
4246,23722988428087,23722988496469,68.382,998.278,0.313,0
4247,23722989428087,23722989496783,68.696,1000.314,0.350,0
4248,23722990428087,23722990498423,70.336,1001.640,0.346,0
4249,23722991428087,23722991497653,69.566,999.230,0.345,0
4250,23722992428087,23722992497755,69.668,1000.102,0.310,0
4251,23722993428087,23722993498263,70.176,1000.508,0.315,0
4252,23722994428087,23722994434516,6.429,936.253,0.321,0
4253,23722995428087,23722995497494,69.407,1062.978,0.312,0
4254,23722996428087,23722996498223,70.136,1000.729,0.323,0
4255,23722997428087,23722997498382,70.295,1000.159,0.334,0
4256,23722998428087,23722998498177,70.090,999.795,0.321,0
4257,23722999428087,23722999497665,69.578,999.488,0.323,0
4258,23723000428087,23723000497027,68.940,999.362,0.318,0
4259,23723001428087,23723001498179,70.092,1001.152,0.310,0
4260,23723002428087,23723002497585,69.498,999.406,0.346,0
4261,23723003428087,23723003497406,69.319,999.821,0.346,0
4262,23723004428087,23723004434530,6.443,937.124,0.357,0
4263,23723005428087,23723005497518,69.431,1062.988,0.353,0
4264,23723006428087,23723006497464,69.377,999.946,0.379,0
4265,23723007428087,23723007497554,69.467,1000.090,0.343,0
4266,23723008428087,23723008497343,69.256,999.789,0.317,0
4267,23723009428087,23723009498497,70.410,1001.154,0.305,0
4268,23723010428087,23723010498197,70.110,999.700,0.300,0
4269,23723011428087,23723011498061,69.974,999.864,0.312,0
4270,23723012428087,23723012498320,70.233,1000.259,0.350,0
4271,23723013428087,23723013497629,69.542,999.309,0.306,0
4272,23723014428087,23723014434545,6.458,936.916,0.304,0
4273,23723015428087,23723015497208,69.121,1062.663,0.318,0
4274,23723016428087,23723016496716,68.629,999.508,0.311,0
4275,23723017428087,23723017496776,68.689,1000.060,0.321,0
4276,23723018428087,23723018497282,69.195,1000.506,0.313,0
4277,23723019428087,23723019498437,70.350,1001.155,0.310,0
4278,23723020428087,23723020500747,72.660,1002.310,0.300,0
4279,23723021428087,23723021498413,70.326,997.666,0.323,0
4280,23723022428087,23723022498489,70.402,1000.076,0.325,0
4281,23723023428087,23723023498058,69.971,999.569,0.322,0
4282,23723024428087,23723024434580,6.493,936.522,0.363,0
4283,23723025428087,23723025498025,69.938,1063.445,0.317,0
4284,23723026428087,23723026500537,72.450,1002.512,0.318,0
4285,23723027428087,23723027498150,70.063,997.613,0.326,0
4286,23723028428087,23723028497717,69.630,999.567,0.312,0
4287,23723029428087,23723029495531,67.444,997.814,0.315,0
4288,23723030428087,23723030498413,70.326,1002.882,0.311,0
4289,23723031428087,23723031499362,71.275,1000.949,0.327,0
4290,23723032428087,23723032497682,69.595,998.320,0.321,0
4291,23723033428087,23723033498030,69.943,1000.348,0.343,0
4292,23723034428087,23723034434532,6.445,936.502,0.346,0
4293,23723035428087,23723035498298,70.211,1063.766,0.310,0
4294,23723036428087,23723036499929,71.842,1001.631,0.325,0
4295,23723037428087,23723037497933,69.846,998.004,0.382,0
4296,23723038428087,23723038497405,69.318,999.472,0.303,0
4297,23723039428087,23723039498182,70.095,1000.777,0.349,0
4298,23723040428087,23723040499230,71.143,1001.048,0.324,0
4299,23723041428087,23723041498249,70.162,999.019,0.310,0
4300,23723042428087,23723042500426,72.339,1002.177,0.321,0
4301,23723043428087,23723043497914,69.827,997.488,0.319,0
4302,23723044428087,23723044434551,6.464,936.637,0.312,0
4303,23723045428087,23723045497352,69.265,1062.801,0.322,0
4304,23723046428087,23723046497534,69.447,1000.182,0.320,0
4305,23723047428087,23723047498896,70.809,1001.362,0.328,0
4306,23723048428087,23723048497669,69.582,998.773,0.342,0
4307,23723049428087,23723049497717,69.630,1000.048,0.329,0
4308,23723050428087,23723050500068,71.981,1002.351,0.307,0
4309,23723051428087,23723051498618,70.531,998.550,0.307,0
4310,23723052428087,23723052498056,69.969,999.438,0.323,0
4311,23723053428087,23723053497878,69.791,999.822,0.322,0
4312,23723054428087,23723054434453,6.366,936.575,0.343,0
4313,23723055428087,23723055499419,71.332,1064.966,0.323,0
4314,23723056428087,23723056497534,69.447,998.115,0.323,0
4315,23723057428087,23723057497336,69.249,999.802,0.337,0
4316,23723058428087,23723058497222,69.135,999.886,0.316,0
4317,23723059428087,23723059498901,70.814,1001.679,0.324,0
4318,23723060428087,23723060497886,69.799,998.985,0.325,0
4319,23723061428087,23723061497506,69.419,999.620,0.310,0
4320,23723062428087,23723062499225,71.138,1001.719,0.328,0
4321,23723063428087,23723063497198,69.111,997.973,0.333,0
4322,23723064428087,23723064501281,73.194,1004.083,0.323,0
4323,23723065428087,23723065497596,69.509,996.315,0.324,0
4324,23723066428087,23723066499855,71.768,1002.259,0.310,0
4325,23723067428087,23723067499516,71.429,999.661,0.326,0
4326,23723068428087,23723068497620,69.533,998.104,0.383,0
4327,23723069428087,23723069497528,69.441,999.908,0.341,0
4328,23723070428087,23723070498245,70.158,1000.717,0.321,0
4329,23723071428087,23723071496741,68.654,998.496,0.351,0
4330,23723072428087,23723072496812,68.725,1000.071,0.332,0
4331,23723073428087,23723073497952,69.865,1001.140,0.322,0
4332,23723074428087,23723074461033,32.946,963.081,0.347,0
4333,23723075428087,23723075462708,34.621,1001.675,0.353,0
4334,23723076428087,23723076497818,69.731,1035.110,0.354,0
4335,23723077428087,23723077494795,66.708,996.977,0.342,0
4336,23723078428087,23723078497412,69.325,1002.617,0.307,0
4337,23723079428087,23723079498242,70.155,1000.830,0.306,0
4338,23723080428087,23723080497295,69.208,999.053,0.324,0
4339,23723081428087,23723081499583,71.496,1002.288,0.353,0
4340,23723082428087,23723082498207,70.120,998.624,0.316,0
4341,23723083428087,23723083502608,74.521,1004.401,0.327,0
4342,23723084428087,23723084434706,6.619,932.098,0.348,0
4343,23723085428087,23723085498390,70.303,1063.684,0.333,0
4344,23723086428087,23723086498740,70.653,1000.350,0.308,0
4345,23723087428087,23723087498910,70.823,1000.170,0.326,0
4346,23723088428087,23723088498558,70.471,999.648,0.324,0
4347,23723089428087,23723089498415,70.328,999.857,0.343,0
4348,23723090428087,23723090500937,72.850,1002.522,0.335,0
4349,23723091428087,23723091501853,73.766,1000.916,0.308,0
4350,23723092428087,23723092497823,69.736,995.970,0.354,0
4351,23723093428087,23723093496551,68.464,998.728,0.310,0
4352,23723094428087,23723094498323,70.236,1001.772,0.333,0
4353,23723095428087,23723095498408,70.321,1000.085,0.342,0
4354,23723096428087,23723096498734,70.647,1000.326,0.324,0
4355,23723097428087,23723097498718,70.631,999.984,0.305,0
4356,23723098428087,23723098499164,71.077,1000.446,0.321,0
4357,23723099428087,23723099498304,70.217,999.140,0.371,0
4358,23723100428087,23723100499706,71.619,1001.402,0.322,0
4359,23723101428087,23723101498493,70.406,998.787,0.341,0
4360,23723102428087,23723102498672,70.585,1000.179,0.313,0
4361,23723103428087,23723103498875,70.788,1000.203,0.319,0
4362,23723104428087,23723104500173,72.086,1001.298,0.342,0
4363,23723105428087,23723105468786,40.699,968.613,0.420,0
4364,23723106428087,23723106467786,39.699,999.000,0.338,0
4365,23723107428087,23723107501737,73.650,1033.951,0.314,0
4366,23723108428087,23723108499245,71.158,997.508,0.321,0
4367,23723109428087,23723109484421,56.334,985.176,0.336,0
4368,23723110428087,23723110498793,70.706,1014.372,0.313,0
4369,23723111428087,23723111498409,70.322,999.616,0.305,0
4370,23723112428087,23723112498897,70.810,1000.488,0.338,0
4371,23723113428087,23723113499935,71.848,1001.038,0.355,0
4372,23723114428087,23723114502909,74.822,1002.974,0.328,0
4373,23723115428087,23723115499100,71.013,996.191,0.359,0
4374,23723116428087,23723116498426,70.339,999.326,0.312,0
4375,23723117428087,23723117499713,71.626,1001.287,0.365,0
4376,23723118428087,23723118498289,70.202,998.576,0.317,0
4377,23723119428087,23723119497292,69.205,999.003,0.322,0
4378,23723120428087,23723120497562,69.475,1000.270,0.322,0
4379,23723121428087,23723121498625,70.538,1001.063,0.330,0
4380,23723122428087,23723122499024,70.937,1000.399,0.351,0
4381,23723123428087,23723123498701,70.614,999.677,0.314,0
4382,23723124428087,23723124496433,68.346,997.732,0.314,0
4383,23723125428087,23723125499555,71.468,1003.122,0.328,0
4384,23723126428087,23723126498991,70.904,999.436,0.331,0
4385,23723127428087,23723127500172,72.085,1001.181,0.326,0
4386,23723128428087,23723128499312,71.225,999.140,0.332,0
4387,23723129428087,23723129498463,70.376,999.151,0.309,0
4388,23723130428087,23723130499285,71.198,1000.822,0.322,0
4389,23723131428087,23723131498381,70.294,999.096,0.396,0
4390,23723132428087,23723132499297,71.210,1000.916,0.307,0
4391,23723133428087,23723133499579,71.492,1000.282,0.316,0
4392,23723134428087,23723134498815,70.728,999.236,0.340,0
4393,23723135428087,23723135498718,70.631,999.903,0.311,0
4394,23723136428087,23723136499323,71.236,1000.605,0.308,0
4395,23723137428087,23723137499018,70.931,999.695,0.327,0
